,NCBI Tax ID,category,scientific_name,common_names
1795,490840,Miscellaneous,Fraxinus floribunda,himalayan manna ash; duo hua qin
1796,32101,Plant,Pteridium aquilinum,bracken fern; bracken
1797,204135,Miscellaneous,Isodon rugosus,None
1798,138603,Vegetable,Gunnera perpensa,None
1799,32110,Miscellaneous,Athyrium filix-femina,lady fern
1800,531823,Miscellaneous,Aesculus indica,None
1801,154990,Miscellaneous,Euphorbia helioscopia,None
1802,662901,Miscellaneous,Elsholtzia ciliata,None
1803,228726,Vegetable-Leaf,Vincetoxicum pycnostelma,None
1804,204149,Herbs and Spices,Ocimum tenuiflorum,holy basil
1805,376184,Miscellaneous,Callistemon citrinus,None
1806,130426,Vegetable,Allium chinense,None
1807,155020,Miscellaneous,Anogeissus leiocarpa,None
1808,89484,Miscellaneous,Cephalotaxus sinensis,None
1809,1031566,Miscellaneous,Morus mesozygia,None
1810,155022,Nuts & Seeds,Terminalia chebula,black myrobalan
1811,204180,Herbs and Spices,Plectranthus amboinicus,None
1812,89493,Miscellaneous,Amana edulis,None
1813,269719,Miscellaneous,Cotinus coggygria,smokebush
1814,269721,Fruit,Toxicodendron succedaneum,wax tree
1815,105884,Vegetable,Lonicera japonica,japanese honeysuckle
1816,97693,Miscellaneous,Quercus agrifolia,coast live oak
1817,48545,Miscellaneous,Asclepias syriaca,None
1818,105891,Miscellaneous,Callicarpa japonica,None
1819,56742,Vegetable-Root,Alstroemeria aurea,peruvian lily
1820,97700,Miscellaneous,Quercus lobata,valley oak
1821,105902,Miscellaneous,Rhamnus davurica,None
1822,105903,Miscellaneous,Rhododendron mucronulatum,None
1823,204211,Miscellaneous,Callicarpa americana,american beauty berry
1824,204219,Herbs and Spices,Thymus serpyllum,tomillo; mother of thyme; creeping thyme; serpolet
1825,32189,Miscellaneous,Convallaria majalis,lily of the valley
1826,204222,Herbs and Spices,Clinopodium vulgare,None
1827,73154,Miscellaneous,Vernicia fordii,tung oil tree
1828,32201,Nuts & Seeds,Carya illinoinensis,pecan
1829,32202,Fruit,Morus rubra,red mulberry
1830,94327,Herbs and Spices,Alpinia galanga,greater galangal; siamese ginger
1831,32216,Miscellaneous,Adenostoma sparsifolium,None
1832,97750,Herbs and Spices,Kaempferia galanga,galangal
1833,32219,Miscellaneous,Amelanchier alnifolia,None
1834,32220,Vegetable,Aruncus dioicus,goat's beard
1835,556509,Miscellaneous,Erythrina fusca,gallito de pantano; ahuijote; bucago; purple coraltree
1836,32224,Fruit,Eriobotrya japonica,loquat
1837,556514,Miscellaneous,Lespedeza bicolor,shrubby lespedeza
1838,32228,Vegetable,Filipendula vulgaris,None
1839,392671,Miscellaneous,Salvia mellifera,None
1840,32239,Herbs and Spices,Dasiphora fruticosa,None
1841,73200,Flower,Pelargonium graveolens,rose geranium
1842,155124,"Herbs and Spices, Beverage-caffeinated",Aspalathus linearis,rooibo; rooibos
1843,32247,Fruit,Rubus idaeus,european raspberry; red raspberry
1844,32242,Miscellaneous,Prunus laurocerasus,english laurel; cherry laurel
1845,32249,Miscellaneous,Sorbus scopulina,None
1846,32258,Miscellaneous,Rhus copallinum,flameleaf sumac; shining sumac
1847,318982,Miscellaneous,Commiphora myrrha,myrrh
1848,507408,Miscellaneous,Combretum imberbe,None
1849,56853,Plant Derivative,Glaucium flavum,None
1850,55262,Fruit,Frangula purshiana,cascara sagrada; cascara buckthorn; chittambark
1851,89636,Vegetable-Leaf,Ipomoea aquatica,None
1852,392747,Nuts & Seeds,Paullinia cupana,guarana
1853,89648,Miscellaneous,Ipomoea leptophylla,None
1854,146995,Flower,Chrysanthemum indicum,None
1855,56890,Miscellaneous,Dacrydium cupressinum,None
1856,278077,Flower,Bergenia ciliata,None
1857,204362,Miscellaneous,Pinguicula vulgaris,common butterwort
1858,114260,Vegetable,Sedum lineare,None
1859,114265,Miscellaneous,Juniperus occidentalis,None
1860,138855,Miscellaneous,Aristotelia chilensis,None
1861,114280,Miscellaneous,Cichorium endivia,None
1862,228974,Herbs and Spices,Thymus quinquecostatus,di jiao; japanese thyme; ibuki jako so
1863,114289,Miscellaneous,Scorzonera hispanica,common viper's grass; common viper's gra; black oysterplant; black salsify; common viper's gras
1864,204402,Miscellaneous,Actinidia rubricaulis,None
1865,65139,Miscellaneous,Beta lomatogona,None
1866,458363,Miscellaneous,Pediomelum esculentum,None
1867,458383,Miscellaneous,Pediomelum subacaule,None
1868,384659,Vegetable,Achyranthes bidentata,None
1869,179860,Herbs and Spices,Nardostachys jatamansi,None
1870,261786,Herbs and Spices,Helichrysum italicum,curry plant
1871,155295,Plant Derivative,Lindera obtusiloba,None
1872,56993,Miscellaneous,Araucaria bidwillii,None
1873,155299,Essential Oil,Litsea cubeba,may chang; mountain pepper; sambal
1874,253616,Vegetable-Leaf,Epimedium sagittatum,None
1875,57009,Miscellaneous,Sambucus javanica,None
1876,229049,Miscellaneous,Morus mongolica,mongolian mulberry
1877,1056465,Miscellaneous,Zanthoxylum beecheyanum,None
1878,212708,Miscellaneous,Euonymus japonicus,japanese spindletree; masaki
1879,40686,Miscellaneous,Salix viminalis,basket willow; common osier; osier
1880,40698,Miscellaneous,Paeonia anomala,None
1881,139010,Miscellaneous,Acacia longifolia,None
1882,40707,Miscellaneous,Paeonia delavayi,yellow tree peony; dian mu dan
1883,139012,Nuts & Seeds,Acacia mearnsii,None
1884,40708,Vegetable,Paeonia emodi,None
1885,40716,Flower,Paeonia obovata,None
1886,1384207,Miscellaneous,Origanum x majoricum,italian oregano; hardy sweet marjoram
1887,40742,Miscellaneous,Ipomopsis aggregata,None
1888,212788,Vegetable,Aster yomena,None
1889,245824,Miscellaneous,Valerianella eriocarpa,None
1890,81733,Miscellaneous,Hemerocallis minor,None
1891,273505,Miscellaneous,Rumex abyssinicus,None
1892,229201,Miscellaneous,Vaccinium arboreum,sparkleberry; farkleberry; winter huckleberry
1893,147282,Miscellaneous,Cephalotaxus oliveri,None
1894,294739,Herbs and Spices,Mentha pulegium,pennyroyoal
1895,180062,Miscellaneous,Sambucus williamsii,None
1896,106335,Plant,Hibiscus syriacus,rose of sharon
1897,65409,Herbs and Spices,Scutellaria baicalensis,baikal skullcap
1898,991123,Fruit,Spondias tuberosa,None
1899,49045,Miscellaneous,Anaphalis margaritacea,None
1900,171929,Nuts & Seeds,Anacardium occidentale,cashew; maranon
1901,262050,Miscellaneous,Rodgersia podophylla,None
1902,40880,Herbs and Spices,Myrrhis odorata,sweet cicely; anise
1903,425908,Vegetable,Isodon japonicus,None
1904,384949,Miscellaneous,Albizia procera,forest siris; women's tongue; rain siri; rain siris; forest siri; women's tongues
1905,90037,Herbs and Spices,Taraxacum mongolicum,None
1906,40888,Miscellaneous,Anthriscus cerefolium,chervil
1907,114617,Vegetable-Root,Iris tectorum,None
1908,212925,Plant Derivative,Euphorbia lathyris,None
1909,122814,Miscellaneous,Sonneratia caseolaris,None
1910,40902,Miscellaneous,Aegopodium podagraria,goutweed; herb gerard
1911,458695,Miscellaneous,Ligustrum lucidum,None
1912,384971,Miscellaneous,Pittosporum tenuifolium,None
1913,40916,Miscellaneous,Crithmum maritimum,rock samphire; sea fennel
1914,106453,Miscellaneous,Greigia sphacelata,None
1915,71633,Herbs and Spices,Pinus halepensis,aleppo pine
1916,40919,Vegetable,Heracleum sphondylium,cow parsnip; hogweed
1917,40922,Herbs and Spices,Anethum graveolens,dill
1918,376798,Cereal,Phalaris canariensis,None
1919,40949,Herbs and Spices,Angelica archangelica,wild parsnip
1920,81913,Miscellaneous,Cuscuta japonica,tai wan tu si zi; tu si; japanese dodder
1921,40959,Miscellaneous,Pimpinella saxifraga,burnet saxifrage
1922,9986,Meat and Eggs,Oryctolagus cuniculus,rabbit meat
1923,9091,Meat and Eggs,Coturnix coturnix,common quail; japanese quail meat; quail meat; northern bobwhite meat; quail egg
1924,655,Meat and Eggs,None,ostrich egg; quail egg; chicken egg
1925,9103,Meat and Eggs,Meleagris gallopavo,turkey meat
1926,9872,Meat and Eggs,Odocoileus hemionus,deer meat; venison
1927,9913,Meat and Eggs,Bos taurus,sirloin; veal; cow meat
1928,9796,Meat and Eggs,Equus caballus,horse meat
1929,9925,Meat and Eggs,Capra hircus,lamb meat; mutton
1930,9031,Meat and Eggs,Gallus gallus,broiler wing; chicken meat; chicken breast; broiler breast; chicken wing; chicken giblets; broiler legs; chicken wings; broiler chicken meat; chicken giblet; broiler wings; broiler leg
1931,9823,Meat and Eggs,Sus scrofa,lard; pork; wild boar meat; pig meat
1932,8801,Meat and Eggs,Struthio camelus,ostrich meat
1933,9837,Meat and Eggs,Camelus bactrianus,camel meat
1934,89462,Meat and Eggs,Bubalus bubalis,buffalo meat
1935,None,Alcoholic Beverages,None,beer
1936,None,Alcoholic Beverages,None,brandy
1937,None,Alcoholic Beverages,None,apple brandy
1938,None,Alcoholic Beverages,None,rum
1939,None,Alcoholic Beverages,None,whisky
1940,None,Alcoholic Beverages,None,scotch
1941,None,Alcoholic Beverages,None,wine
1942,None,Alcoholic Beverages,None,champagne
1943,None,Alcoholic Beverages,None,cider
1944,None,Alcoholic Beverages,None,plum wine
1945,None,Alcoholic Beverages,None,port wine
1946,None,Alcoholic Beverages,None,red wine
1947,None,Alcoholic Beverages,None,rose wine
1948,None,Alcoholic Beverages,None,sherry
1949,None,Alcoholic Beverages,None,white wine
1950,None,Alcoholic Beverages,None,vodka
1951,None,Alcoholic Beverages,None,tequila
1952,None,Alcoholic Beverages,None,non caffeinated alcoholic beverage;  non caffeinated alcoholic beverage; alcoholic beverage
1953,None,Alcoholic Beverages,None,tonic water
1954,None,Dairy,None,cheese
1955,None,Dairy,None,yogurt
1956,None,Dairy,None,curd
1957,None,Dairy,None,butter
1958,None,Dairy,None,cow milk; cow's milk
1959,None,Dairy,None,sheep milk; sheep's milk
1960,None,Dairy,None,goat's milk; goat milk
1961,None,Dairy,None,camel milk; camel's milk
1962,None,Dairy,None,buffalo milk; buffalo's milk
1963,None,Dairy,None,dried milk
1964,None,Dairy,None,kefir
1965,None,Dairy,None,buttermilk
1966,None,Dairy,None,butterfat
1967,None,Dairy,None,ghee; clarified butter
1968,None,Dairy,None,ymer
1969,None,Dairy,None,evaporated milk
1970,None,Dairy,None,condensed milk
1971,None,Dairy,None,blue cheese
1972,None,Dairy,None,camembert cheese
1973,None,Dairy,None,cheddar cheese
1974,None,Dairy,None,cottage cheese
1975,None,Dairy,None,cream cheese
1976,None,Dairy,None,feta cheese
1977,None,Dairy,None,goat cheese
1978,None,Dairy,None,gruyere cheese
1979,None,Dairy,None,ricotta cheese
1980,None,Dairy,None,sheep cheese
1981,None,Dairy,None,swiss cheese
1982,None,Dairy,None,paneer
1983,None,Dairy,None,milk powder
1984,None,Dairy,None,skimmed milk
1985,None,Dairy,None,milk and milk product
1986,None,Dairy,None,milkfat; milk fat
1987,None,Dairy,None,dairy and dairy product
1988,4682,Plant Derivative,Allium sativum,garlic oil
1989,555479,Plant Derivative,Nigella sativa,black cumin seed; black caraway seed
1990,94328,Plant Derivative,Zingiber officinale,ginger tea
1991,4577,Plant Derivative,Zea mays,teosinte oil; san Antonio Huista teosinte oil; balsas teosinte oil; corn oil; mexican teosinte oil; maize oil; indian corn oil; annual teosinte oil
1992,22663,Plant Derivative,Punica granatum,zakuro seed; granado seed; pomegranate seed; shi liu seed
1993,3708,Plant Derivative,Brassica napus,annual rape oil; rapeseeds oil; oilseed rape oil; swedish turnip oil; rutabaga oil; rapeseed oil; rape oil; canola oil
1994,3888,Plant Derivative,Pisum sativum,sugar pea seed; pea seed; peas seed; syrian fodder pea seed; garden pea seed; snow pea seed; wild pea seed
1995,280048,Plant Derivative,Copaifera langsdorffii,copaiba oil
1996,223753,Plant Derivative,Aquilaria malaccensis,Aquilaria malaccensis seed
1997,120290,Plant Derivative,Psidium guajava,guava tea
1998,4006,Plant Derivative,Linum usitatissimum,flax oil
1999,3860,Plant Derivative,Lathyrus sativus,white pea seed; chickling vetch seed
2000,4530,Plant Derivative,Oryza sativa,indian rice seed; indica rice seed; japanese rice seed; red rice seed; japonica rice seed; long grained rice seed; rice seed
2001,40880,Plant Derivative,Myrrhis odorata,sweet cicely tea; anise tea
2002,4182,Plant Derivative,Sesamum indicum,gingelly seed; hu ma seed; sesame seed; beniseed seed; koba seed
2003,34256,Plant Derivative,Mentha x piperita,peppermint oil
2004,39329,Plant Derivative,Lavandula angustifolia,lavender oil
2005,3765,Plant Derivative,Rosa x damascena,damask rose oil
2006,39367,Plant Derivative,Salvia rosmarinus,rosemary oil
2007,94328,Plant Derivative,Zingiber officinale,ginger oil
2008,51089,Plant Derivative,Myristica fragrans,nutmeg oil; mace oil
2009,4513,Plant Derivative,Hordeum vulgare,two rowed barley oil; domesticated barley oil; barley oil; wild barley oil
2010,3870,Plant Derivative,Lupinus albus,white lupine seed
2011,52462,Plant Derivative,Cuminum cyminum,cumin seed
2012,3654,Plant Derivative,Citrullus lanatus,wild melon seed; citron melon seed; watermelon seed
2013,136217,Plant Derivative,Curcuma longa,turmeric oil
2014,29780,Plant Derivative,Mangifera indica,mango seed
2015,73200,Plant Derivative,Pelargonium graveolens,rose geranium oil
2016,3827,Plant Derivative,Cicer arietinum,garbanzo seed; chickpea seed
2017,3435,Plant Derivative,Persea americana,avocado seed; mexican avocado seed
2018,90345,Plant Derivative,Abies balsamea,balsam fir oil
2019,3847,Plant Derivative,Glycine max,soybean seed; soybeans seed
2020,3847,Plant Derivative,Glycine max,soybean oil; soybeans oil
2021,4047,Plant Derivative,Coriandrum sativum,cilantro oil; coriander oil
2022,219868,Plant Derivative,Syzygium aromaticum,clove oil
2023,78534,Plant Derivative,Trigonella foenum-graecum,fenugreek seed
2024,33125,Plant Derivative,Lepidium sativum,Lepidium sativum seed
2025,555479,Plant Derivative,Nigella sativa,black cumin oil; black caraway oil
2026,3726,Plant Derivative,Raphanus sativus,rat tail radish seed; chinese radish seed; kaiware daikon seed; radish seed; mougri seed; oil radish seed; japanese radish seed; daikon seed; east Asian wild radish seed
2027,32224,Plant Derivative,Eriobotrya japonica,loquat seed
2028,4513,Plant Derivative,Hordeum vulgare,two rowed barley seed; domesticated barley seed; barley seed; wild barley seed
2029,89151,Plant Derivative,Musa x paradisiaca,plantain seed; banana seed; cooking banana seed; french plantain seed
2030,36596,Plant Derivative,Prunus armeniaca,apricot seed
2031,128608,Plant Derivative,Cinnamomum verum,cinnamon oil; ceylon cinnamon oil
2032,3567,Plant Derivative,Amaranthus caudatus,inca wheat oil; amaranth oil; jataco oil; love lies bleeding oil
2033,3755,Plant Derivative,Prunus dulcis,sweet almond oil; almond oil; bitter almond oil
2034,180498,Plant Derivative,Jatropha curcas,Jatropha curcas seed
2035,13443,Plant Derivative,Coffea arabica,coffee oil; arabica coffee oil
2036,155124,Plant Derivative,Aspalathus linearis,rooibo tea; rooibos tea
2037,429560,Plant Derivative,Cullen corylifolium,Cullen corylifolium seed
2038,3806,Plant Derivative,Bauhinia purpurea,camel's foot tree seed
2039,37656,Plant Derivative,Citrus x paradisi,grapefruit seed
2040,124943,Plant Derivative,Azadirachta indica,neem oil; indian lilac oil; neem tree oil; margosa oil
2041,3435,Plant Derivative,Persea americana,avocado oil; mexican avocado oil
2042,318982,Plant Derivative,Commiphora myrrha,myrrh oil
2043,3879,Plant Derivative,Medicago sativa,alfalfa seed; lucerne seed
2044,3311,Plant Derivative,Ginkgo biloba,ginkgo seed; maidenhair tree seed
2045,3915,Plant Derivative,Vigna mungo,black gram seed; urad dal seed; urd bean seed
2046,4222,Plant Derivative,Carthamus tinctorius,safflower oil
2047,3818,Plant Derivative,Arachis hypogaea,huasquillo butter; peanut butter; zaruma butter; ground nut butter; spanish peanut butter; goober butter
2048,79319,Plant Derivative,Irvingia gabonensis,Irvingia gabonensis seed
2049,4505,Plant Derivative,Coix lacryma-jobi,job's tears seed; job's tear seed
2050,4182,Plant Derivative,Sesamum indicum,gingelly oil; hu ma oil; sesame oil; beniseed oil; koba oil
2051,3728,Plant Derivative,Sinapis alba,yellow mustard seed; bai jy seed; bai jie seed; white mustard seed
2052,3712,Plant Derivative,Brassica oleracea,wild cabbage butter; kale butter; collard butter; braganza butter; marrow stem kale butter; seakale cabbage butter; branching bush kale butter; broccoli butter; collards butter; chinese kale butter; perennial kale butter; kohlrabi butter; fodder kale butter; bedford cabbage butter; asparagus broccoli butter; sprouting broccoli butter; cauliflower butter; tronchuda kale butter; brussels sprouts butter; brussels sprout butter; cabbage butter
2053,3911,Plant Derivative,Vicia villosa,hairy vetch seed
2054,3750,Plant Derivative,Malus domestica,cultivated apple cider; apple cider; apple tree cider
2055,193516,Plant Derivative,Hippophae rhamnoides,sea buckthorn seed; sallowthorn seed
2056,4081,Plant Derivative,Solanum lycopersicum,tomato seed; cherry tomato seed
2057,92921,Plant Derivative,Silybum marianum,milk thistle seed; holy thistle seed; lady's thistle seed
2058,2708,Plant Derivative,Citrus limon,lemon oil
2059,55513,Plant Derivative,Pistacia vera,pistachio oil
2060,362788,Plant Derivative,Senna tora,Senna tora seed
2061,48038,Plant Derivative,Foeniculum vulgare,bitter fennel tea; sweet fennel tea; fennel tea; roman fennel tea
2062,54796,Plant Derivative,Argemone mexicana,Argemone mexicana seed
2063,3847,Plant Derivative,Glycine max,soybean tea; soybeans tea
2064,889930,Plant Derivative,Parkia biglobosa,Parkia biglobosa seed
2065,3397,Plant Derivative,Cycas circinalis,Cycas circinalis seed
2066,4222,Plant Derivative,Carthamus tinctorius,safflower seed
2067,50225,Plant Derivative,Taraxacum officinale,dandelion tea
2068,39324,Plant Derivative,Hyssopus officinalis,hyssop oil
2069,205481,Plant Derivative,Pachyrhizus tuberosus,jicama seed; yam bean seed; jiquima seed
2070,41496,Plant Derivative,Calendula officinalis,common marigold oil; pot marigold oil
2071,42345,Plant Derivative,Phoenix dactylifera,date palm seed
2072,3818,Plant Derivative,Arachis hypogaea,huasquillo oil; peanut oil; zaruma oil; ground nut oil; spanish peanut oil; goober oil
2073,4498,Plant Derivative,Avena sativa,oat seed; cultivated oat seed; cultivated oats seed; oats seed
2074,151069,Plant Derivative,Litchi chinensis,litchi seed; lychee seed
2075,4097,Plant Derivative,Nicotiana tabacum,common tobacco seed; tobacco seed; american tobacco seed
2076,292239,Plant Derivative,Mentha arvensis,wild mint oil; field mint oil
2077,480971,Plant Derivative,Caryocar brasiliense,Caryocar brasiliense oil
2078,219868,Plant Derivative,Syzygium aromaticum,clove seed
2079,4006,Plant Derivative,Linum usitatissimum,flax seed
2080,3649,Plant Derivative,Carica papaya,mamon seed; papaya seed
2081,40880,Plant Derivative,Myrrhis odorata,sweet cicely oil; anise oil
2082,4097,Plant Derivative,Nicotiana tabacum,common tobacco tea; tobacco tea; american tobacco tea
2083,138043,Plant Derivative,Senegalia senegal,gum arabic seed
2084,3988,Plant Derivative,Ricinus communis,castor bean seed
2085,51089,Plant Derivative,Myristica fragrans,nutmeg seed; mace seed
2086,3760,Plant Derivative,Prunus persica,nectarine seed; peach seed
2087,39329,Plant Derivative,Lavandula angustifolia,lavender tea
2088,469930,Plant Derivative,Garcinia kola,Garcinia kola seed
2089,3406,Plant Derivative,Magnolia grandiflora,southern magnolia seed
2090,38869,Plant Derivative,Salvia sclarea,clary seed
2091,328401,Plant Derivative,Zanthoxylum bungeanum,hua jiao oil; sichuan pepper oil
2092,3818,Plant Derivative,Arachis hypogaea,huasquillo seed; peanut seed; zaruma seed; ground nut seed; spanish peanut seed; goober seed
2093,4054,Plant Derivative,Panax ginseng,korean ginseng tea; ninjin tea; chinese ginseng tea; ginseng tea; jinsao tea; hong shen tea; sansam tea; asiatic ginseng tea; ren seng tea
2094,271192,Plant Derivative,Pimpinella anisum,Pimpinella anisum oil
2095,4045,Plant Derivative,Apium graveolens,chinese celery seed; celeriac seed; leaf celery seed; celery seed; stalk celery seed; celery knob seed
2096,43364,Plant Derivative,Aesculus hippocastanum,common horse chestnut seed; european horse chestnut seed
2097,58860,Plant Derivative,Tamarindus indica,tamarind seed
2098,29760,Plant Derivative,Vitis vinifera,wine grape seed
2099,49987,Plant Derivative,Satureja hortensis,summer savory seed
2100,46147,Plant Derivative,Portulaca oleracea,Portulaca oleracea seed
2101,43879,Plant Derivative,Peganum harmala,Peganum harmala seed
2102,3735,Plant Derivative,Moringa oleifera,maranga seed; horseradish tree seed
2103,371726,Plant Derivative,Pistacia lentiscus,mastic oil
2104,637930,Plant Derivative,Aframomum melegueta,Aframomum melegueta seed
2105,38873,Plant Derivative,Fraxinus excelsior,european ash seed
2106,29818,Plant Derivative,Plantago major,cart track plant seed; white man's foot seed; common plantain seed
2107,85223,Plant Derivative,Laurus nobilis,bay laurel seed
2108,4039,Plant Derivative,Daucus carota,queen Anne's lace oil; carrots oil; carrot oil
2109,39352,Plant Derivative,Origanum vulgare,oregano oil
2110,4577,Plant Derivative,Zea mays,teosinte seed; san Antonio Huista teosinte seed; balsas teosinte seed; corn seed; mexican teosinte seed; maize seed; indian corn seed; annual teosinte seed
2111,98504,Plant Derivative,Matricaria chamomilla,german chamomile oil
2112,182084,Plant Derivative,Gynostemma pentaphyllum,jiaogulan tea
2113,48032,Plant Derivative,Carum carvi,caraway oil
2114,455045,Plant Derivative,Abelmoschus esculentus,quiabo seed; lady's fingers seed; lady's finger seed; kacang bendi seed; gumbo seed; okra seed
2115,48032,Plant Derivative,Carum carvi,caraway seed
2116,3755,Plant Derivative,Prunus dulcis,sweet almond seed; almond seed; bitter almond seed
2117,4679,Plant Derivative,Allium cepa,onion oil; shallot oil
2118,49992,Plant Derivative,Thymus vulgaris,garden thyme oil; thyme oil
2119,38869,Plant Derivative,Salvia sclarea,clary oil
2120,180763,Plant Derivative,Vaccinium myrtillus,bilberry seed; whortleberry seed
2121,301693,Plant Derivative,Annona squamosa,sugar apple seed; custard apple seed; sweetsop seed
2122,3859,Plant Derivative,Lathyrus odoratus,sweet pea seed
2123,105884,Plant Derivative,Lonicera japonica,japanese honeysuckle oil
2124,510735,Plant Derivative,Crataegus pinnatifida,chinese hawthorn seed; shan zha seed
2125,260142,Plant Derivative,Syzygium cumini,java plum seed; jaman seed; jambolan seed
2126,93760,Plant Derivative,Cola acuminata,Cola acuminata seed
2127,13337,Plant Derivative,Annona muricata,prickly custard apple seed; guanabana seed; soursop seed
2128,3489,Plant Derivative,Artocarpus heterophyllus,jackfruit seed
2129,85223,Plant Derivative,Laurus nobilis,bay laurel oil
2130,155299,Plant Derivative,Litsea cubeba,may chang oil; mountain pepper oil; sambal oil
2131,4681,Plant Derivative,Allium ampeloprasum,leek oil
2132,50459,Plant Derivative,Barbarea vulgaris,winter cre seed; winter cres seed; winter cress seed; yellow rocket seed; upland cres seed; upland cress seed; upland cre seed
2133,85835,Plant Derivative,Strychnos potatorum,clearing nut tree seed
2134,23211,Plant Derivative,Pyrus communis,pear seed
2135,29719,Plant Derivative,Mentha spicata,spearmint oil
2136,35608,Plant Derivative,Artemisia annua,sweet Anny tea; sweet Annie tea; sweet wormwood tea
2137,48038,Plant Derivative,Foeniculum vulgare,bitter fennel seed; sweet fennel seed; fennel seed; roman fennel seed
2138,3567,Plant Derivative,Amaranthus caudatus,inca wheat seed; amaranth seed; jataco seed; love lies bleeding seed
2139,4414,Plant Derivative,Euryale ferox,Euryale ferox seed
2140,3821,Plant Derivative,Cajanus cajan,pigeon pea seed
2141,85571,Plant Derivative,Citrus reticulata,mandarin orange seed; tangerine seed
2142,3641,Plant Derivative,Theobroma cacao,chocolate butter; cocoa butter; cacao butter
2143,65557,Plant Derivative,Alcea rosea,hollyhock seed
2144,65561,Plant Derivative,Hypericum perforatum,Hypericum perforatum tea
2145,3659,Plant Derivative,Cucumis sativus,nepalese cucumber seed; xi nan ye huang gua seed; sikkim cucumber seed; cucumber seed; cucumbers seed
2146,3710,Plant Derivative,Brassica nigra,black mustard seed
2147,4217,Plant Derivative,Arctium lappa,great burdock seed
2148,105181,Plant Derivative,Elettaria cardamomum,cardamom oil; cardamon oil
2149,4047,Plant Derivative,Coriandrum sativum,cilantro tea; coriander tea
2150,157519,Plant Derivative,Gaultheria procumbens,wintergreen oil; teaberry oil; checkerberry oil
2151,102107,Plant Derivative,Prunus mume,japanese apricot seed; ume seed
2152,361442,Plant Derivative,Vitex negundo,huang ping seed; chinese chastetree seed
2153,63459,Plant Derivative,Chenopodium quinoa,quinoa seed
2154,3483,Plant Derivative,Cannabis sativa,marijuana seed; hemp seed
2155,39347,Plant Derivative,Nepeta cataria,catmint oil; catnip oil
2156,446348,Plant Derivative,Malva verticillata,Malva verticillata seed
2157,3922,Plant Derivative,Wisteria floribunda,japanese wisteria seed; japanese wistaria seed
2158,4047,Plant Derivative,Coriandrum sativum,cilantro seed; coriander seed
2159,392747,Plant Derivative,Paullinia cupana,guarana seed
2160,34256,Plant Derivative,Mentha x piperita,peppermint tea
2161,296036,Plant Derivative,Phyllanthus emblica,emblic seed; amla seed; indian gooseberry seed
2162,184783,Plant Derivative,Areca catechu,pinang seed; catechu seed; betel palm seed; areca nut seed
2163,1053409,Plant Derivative,Ammi visnaga,Ammi visnaga seed
2164,180536,Plant Derivative,Eruca vesicaria,garden rocket seed; arugula seed
2165,229543,Plant Derivative,Hibiscus cannabinus,indian hemp seed; bimli jute seed; kenaf seed
2166,203582,Plant Derivative,Sisymbrium officinale,Sisymbrium officinale seed
2167,124943,Plant Derivative,Azadirachta indica,neem seed; indian lilac seed; neem tree seed; margosa seed
2168,193516,Plant Derivative,Hippophae rhamnoides,sea buckthorn oil; sallowthorn oil
2169,3707,Plant Derivative,Brassica juncea,zha cai seed; brown mustard seed; root mustard seed; jie cai ge da seed; indian mustard seed
2170,78168,Plant Derivative,Passiflora edulis,passion fruit seed
2171,294734,Plant Derivative,Mentha cervina,Mentha cervina oil
2172,35875,Plant Derivative,Allium fistulosum,welsh onion seed; japanese bunching onion seed
2173,159033,Plant Derivative,Citrus aurantiifolia,lime oil
2174,3850,Plant Derivative,Griffonia simplicifolia,Griffonia simplicifolia seed
2175,34317,Plant Derivative,Eucalyptus globulus,blue gum oil
2176,128017,Plant Derivative,Dimocarpus longan,longan seed
2177,40922,Plant Derivative,Anethum graveolens,dill seed
2178,12953,Plant Derivative,Asimina triloba,pawpaw seed
2179,339615,Plant Derivative,Rosa gymnocarpa,wood rose seed; dwarf rose seed
2180,162641,Plant Derivative,Afzelia africana,Afzelia africana seed
2181,3708,Plant Derivative,Brassica napus,annual rape seed; rapeseeds seed; oilseed rape seed; swedish turnip seed; rutabaga seed; rapeseed seed; rape seed; canola seed
2182,3349,Plant Derivative,Pinus sylvestris,scotch pine seed; scots pine seed
2183,371650,Plant Derivative,Albizia lebbeck,Albizia lebbeck seed
2184,105667,Plant Derivative,Prunus tomentosa,downy cherry seed; yusura ume seed; mao ying tao seed
2185,140311,Plant Derivative,Prunus cerasus,pie cherry seed; sour cherry seed
2186,29667,Plant Derivative,Bromus tectorum,june grass seed; brome de toits seed; bronco gras seed; espiguilla colgante seed; dachtrespe seed; drooping brome seed; downy chess seed; june gras seed; cheatgras seed; cheatgra seed; downy ches seed; cheatgrass seed; downy ch seed; june gra seed; bronco grass seed; bronco gra seed; downy brome seed; bromo velloso seed
2187,3501,Plant Derivative,Urtica dioica,great nettle tea; stinging nettle tea
2188,3914,Plant Derivative,Vigna angularis,adzuki bean seed; azuki bean seed
2189,29719,Plant Derivative,Mentha spicata,spearmint tea
2190,123498,Plant Derivative,Aleurites moluccanus,Aleurites moluccanus oil
2191,3641,Plant Derivative,Theobroma cacao,chocolate tea; cocoa tea; cacao tea
2192,34199,Plant Derivative,Aloe vera,barbados alo tea; aloe vera tea; acibar tea; babosa tea; barbados aloe tea
2193,39338,Plant Derivative,Melissa officinalis,common balm oil; sweet balm oil
