,pubChemID,common_name,functional_group
240,2174,Ampi,"Thiohemiaminal, Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid amide, Carboxylic acid sec. amide, Carboxylic acid tert. amide, Lactam, Aromatic compound, Heterocyclic compound"
241,2180,Amygdalin,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Nitrile, Aromatic compound, Heterocyclic compound"
242,2214,Acetovanillone,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound"
243,2230,Arecoline,"Amine, Tert. amine, Tert. aliphat. amine, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Heterocyclic compound"
244,2236,Aristolochic Acid,"Acetal, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid, Nitro compound, Aromatic compound, Heterocyclic compound"
245,2266,Azelaic Acid,"Carboxylic acid deriv., Carboxylic acid"
246,2345,Benzyl Benzoate,"Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
247,2346,Benzyl Isothiocyanate,"Isothiocyanate, Aromatic compound"
248,2353,Berberine,"Cation, Acetal, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
249,2355,Bergapten,"Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
250,2358,Dimboa,"Hemiacetal, Ether, Alkylarylether, Hydroxylamine, Carboxylic acid deriv., Hydroxamic acid, Aromatic compound, Heterocyclic compound"
251,2360,Dencichine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid amide, Carboxylic acid sec. amide, Alpha-aminoacid"
252,2371,Nsc113090,"Hydroxy compound, Alcohol, Sec. alcohol, Carboxylic acid deriv., Carboxylic acid, Alkene"
253,2519,Caffeine,"Oxohetarene, Aromatic compound, Heterocyclic compound"
254,2537,Camphor,"Carbonyl compound, Ketone"
255,2564,Carbinoxamine,"Ether, Dialkylether, Amine, Tert. amine, Tert. aliphat. amine, Halogen deriv., Aryl chloride, Aromatic compound, Heterocyclic compound"
256,2579,Ac1L1Dzt,"Hydroxy compound, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
257,2682,1-Hexadecanol,"Hydroxy compound, Alcohol, Prim. alcohol"
258,2703,Chelerythrine,"Cation, Acetal, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
259,2757,Cinchonidine,"Hydroxy compound, Alcohol, Sec. alcohol, Amine, Tert. amine, Tert. aliphat. amine, Alkene, Aromatic compound, Heterocyclic compound"
260,2758,Eucalyptol,"Ether, Dialkylether, Heterocyclic compound"
261,2775,Citropten,"Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
262,2879,P-Cresol,"Hydroxy compound, Phenol, Aromatic compound"
263,2950,Danthron,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Aromatic compound"
264,2969,Decanoic Acid,"Carboxylic acid deriv., Carboxylic acid"
265,2997,Nordiazepam,"Imine, Halogen deriv., Aryl chloride, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Lactam, Aromatic compound, Heterocyclic compound"
266,2998,Nonivamide,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Aromatic compound"
267,3016,Diazepam,"Imine, Halogen deriv., Aryl chloride, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid tert. amide, Lactam, Aromatic compound, Heterocyclic compound"
268,3026,Dibutyl Phthalate,"Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
269,3109,Dipyrithione,"Disulfide, N-oxide, Sulfenic acid deriv., Aromatic compound, Heterocyclic compound"
270,3218,Embelin,"Carbonyl compound, Ketone, Enol"
271,3220,Emodin,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Aromatic compound"
272,3239,24-Epibrassinolide,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Heterocyclic compound"
273,3314,Eugenol,"Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound"
274,3327,Farnesol,"Hydroxy compound, Alcohol, Prim. alcohol, Alkene"
275,3469,"2,5-Dihydroxybenzoic Acid","Hydroxy compound, Phenol, Carboxylic acid deriv., Carboxylic acid, Aromatic compound"
276,3473,5-Hydroxy-1-(4-Hydroxy-3-Methoxyphenyl)Decan-3-One,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Ether, Alkylarylether, Aromatic compound"
277,3503,Gossypol,"Carbonyl compound, Aldehyde, Hydroxy compound, Phenol, 1,2-diphenol, Aromatic compound"
278,3511,Andromedol,"Hydroxy compound, Alcohol, Sec. alcohol, Tert. alcohol, 1,2-diol"
279,3515,Guaiazulene,Aromatic compound
280,3520,Guanidine,Guanidine
281,3532,Guvacine,"Amine, Sec. amine, Sec. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alkene, Heterocyclic compound"
282,3564,,"Imine, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
283,3611,Hinokitiol,"Carbonyl compound, Hydroxy compound, Phenol, Oxohetarene, Aromatic compound"
284,3626,2-Amino-6-Guanidino-Hexanoic Acid,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Guanidine, Alpha-aminoacid"
285,3661,L-Hyoscyamine,"Hydroxy compound, Alcohol, Prim. alcohol, Amine, Tert. amine, Tert. aliphat. amine, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound, Heterocyclic compound"
286,3672,Ibuprofen,"Carboxylic acid deriv., Carboxylic acid, Aromatic compound"
287,3715,Indomethacin,"Ether, Alkylarylether, Halogen deriv., Aryl chloride, Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Heterocyclic compound"
288,3744,3-Indolepropionic Acid,"Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Heterocyclic compound"
289,3745,2-Phenyl-7-(Propan-2-Yloxy)-4H-Chromen-4-One,"Carbonyl compound, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
290,3764,Isoformononetin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
291,3776,Isopropanol,"Hydroxy compound, Alcohol, Sec. alcohol"
292,3806,Juglone,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Alkene, Aromatic compound"
293,3840,Kojic Acid,"Carbonyl compound, Hydroxy compound, Alcohol, Prim. alcohol, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
294,3845,Kynurenic Acid,"Carbonyl compound, Carboxylic acid deriv., Carboxylic acid, Oxohetarene, Aromatic compound, Heterocyclic compound"
295,3879,Lanatoside C,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, Tert. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Alkene, Heterocyclic compound"
296,3885,Beta-Lapachone,"Carbonyl compound, Ketone, Enolether, Aromatic compound, Heterocyclic compound"
297,3893,Lauric Acid,"Carboxylic acid deriv., Carboxylic acid"
298,3951,Mls000876964,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
299,4055,Menadione,"Carbonyl compound, Ketone, Alkene, Aromatic compound"
300,4076,Mescaline,"Ether, Alkylarylether, Amine, Prim. amine, Prim. aliphat. amine, Aromatic compound"
301,4093,Methacrylic Acid,"Carboxylic acid deriv., Carboxylic acid, Alkene"
302,4114,Methoxsalen,"Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
303,4133,Methyl Salicylate,"Hydroxy compound, Phenol, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
304,4276,Myristicin,"Acetal, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
305,4382,Epinine,"Hydroxy compound, Phenol, 1,2-diphenol, Amine, Sec. amine, Sec. aliphat. amine, Aromatic compound"
306,4453,Neosperidin Dihydrochalcone,"Carbonyl compound, Ketone, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
307,4501,Nitidine,"Cation, Acetal, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
308,4534,Nordihydroguaiaretic Acid,"Hydroxy compound, Phenol, 1,2-diphenol, Aromatic compound"
309,4581,Octopamine,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-aminoalcohol, Phenol, Amine, Prim. amine, Prim. aliphat. amine, Aromatic compound"
310,4650,P-Benzoquinone,"Carbonyl compound, Ketone, Alkene"
311,4687,Paraxanthine,"Oxohetarene, Aromatic compound, Heterocyclic compound"
312,4696,Patulin,"Hemiacetal, Oxohetarene, Aromatic compound, Heterocyclic compound"
313,4753,Phenacemide,"Carboxylic acid deriv., Carboxylic acid imide, Carboxylic acid unsubst. imide, Urea, Aromatic compound"
314,4767,Phenothrin,"Ether, Diarylether, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Aromatic compound"
315,4784,Phenylmethylsulfonyl Fluoride,"Sulfonic acid deriv., Sulfonyl halide, Aromatic compound"
316,4788,Phloretin,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Aromatic compound"
317,4825,Pimpinellin,"Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
318,4871,Pomiferin,"Carbonyl compound, Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
319,4920,"Delta4 -Pregnen-3,20-Dione","Carbonyl compound, Ketone, Alkene"
320,4947,Propyl Gallate,"Hydroxy compound, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
321,4970,Protopine,"Carbonyl compound, Ketone, Acetal, Amine, Tert. amine, Tert. aliphat. amine, Aromatic compound, Heterocyclic compound"
322,5054,Resorcinol,"Hydroxy compound, Phenol, Aromatic compound"
323,5056,In1128,"Hydroxy compound, Phenol, Alkene, Aromatic compound"
324,5144,Safrole,"Acetal, Alkene, Aromatic compound, Heterocyclic compound"
325,5154,Sanguinarine,"Cation, Acetal, Aromatic compound, Heterocyclic compound"
326,5192,Sebacic Acid,"Carboxylic acid deriv., Carboxylic acid"
327,5202,Serotonin,"Hydroxy compound, Phenol, Amine, Prim. amine, Prim. aliphat. amine, Aromatic compound, Heterocyclic compound"
328,5204,D-Sesamin,"Acetal, Ether, Dialkylether, Aromatic compound, Heterocyclic compound"
329,5250,Solasodine,"Hemiaminal, Hydroxy compound, Alcohol, Sec. alcohol, Alkene, Heterocyclic compound"
330,5281,Stearic Acid,"Carboxylic acid deriv., Carboxylic acid"
331,5408,17-Hydroxyandrost-4-En-3-One,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
332,5429,Theobromine,"Oxohetarene, Aromatic compound, Heterocyclic compound"
333,5513,Tomatine,"Acetal, Hemiaminal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Heterocyclic compound"
334,5529,Zeatin Riboside,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Amine, Sec. amine, Sec. mixed amine (aryl alkyl), Alkene, Aromatic compound, Heterocyclic compound"
335,5541,Triacetin,"Carboxylic acid deriv., Carboxylic acid ester"
336,5570,Trigonelline,"Cation, Anion, Carboxylic acid deriv., Carboxylic acid salt, Aromatic compound, Heterocyclic compound"
337,5585,Trioxsalen,"Oxohetarene, Aromatic compound, Heterocyclic compound"
338,5610,Tyramine,"Hydroxy compound, Phenol, Amine, Prim. amine, Prim. aliphat. amine, Aromatic compound"
339,5634,10-Undecenoic Acid,"Carboxylic acid deriv., Carboxylic acid, Alkene"
340,5694,Pirinixic Acid,"Thioether, Amine, Sec. amine, Sec. aromat. amine, Halogen deriv., Aryl chloride, Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Heterocyclic compound"
341,5718,Nsc606170,"Hydroxy compound, Alcohol, Prim. alcohol, Amine, Prim. amine, Prim. aromat. amine, Oxohetarene, Aromatic compound, Heterocyclic compound"
342,5756,Estriol,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Aromatic compound"
343,5757,Estradiol,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Aromatic compound"
344,5779,D-Ribofuranose,"Hemiacetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Heterocyclic compound"
345,5780,D-Sorbitol,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol"
346,5793,D-Glucose,"Hemiacetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Heterocyclic compound"
347,5810,Trans-4-Hydroxy-L-Proline,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-aminoalcohol, Amine, Sec. amine, Sec. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Heterocyclic compound, Alpha-aminoacid"
348,5825,Ditab,"Amine, Prim. amine, Prim. aliphat. amine, Sulfuric acid deriv., Sulfuric acid, Aromatic compound"
349,5833,Spironolactone,"Carbonyl compound, Ketone, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Thiocarboxylic acid deriv., Thiocarboxylic acid ester, Sulfenic acid deriv., Alkene, Heterocyclic compound"
350,5862,L-Cysteine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Thiol, Alkylthiol, Alpha-aminoacid"
351,5870,Estrone,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Aromatic compound"
352,5950,L-Alanine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
353,5951,L-Serine,"Hydroxy compound, Alcohol, Prim. alcohol, 1,2-aminoalcohol, Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
354,5960,L-Aspartic Acid,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
355,5961,L-Glutamine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid amide, Carboxylic acid prim. amide, Alpha-aminoacid"
356,5962,L-Lysine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
357,5971,Allyl Isothiocyanate,"Isothiocyanate, Alkene"
358,5975,Cyanide,Anion
359,5988,Sucrose,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Heterocyclic compound"
360,5991,Ethinyl Estradiol,"Hydroxy compound, Alcohol, Tert. alcohol, Phenol, Alkyne, Aromatic compound"
361,5994,Progesterone,"Carbonyl compound, Ketone, Alkene"
362,6013,Testosterone,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
363,6021,Inosine,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Oxohetarene, Aromatic compound, Heterocyclic compound"
364,6029,Uridine,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Oxohetarene, Aromatic compound, Heterocyclic compound"
365,6030,Uridine 5'-Monophosphate,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Oxohetarene, Phosphoric acid deriv., Phosphoric acid ester, Aromatic compound, Heterocyclic compound"
366,6031,Uridine 5'-Diphosphate,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Oxohetarene, Phosphoric acid deriv., Phosphoric acid ester, Aromatic compound, Heterocyclic compound"
367,6036,D-Galactose,"Hemiacetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Heterocyclic compound"
368,6037,Folic Acid,"Amine, Prim. amine, Prim. aromat. amine, Sec. amine, Sec. mixed amine (aryl alkyl), Carboxylic acid deriv., Carboxylic acid, Carboxylic acid amide, Carboxylic acid sec. amide, Oxohetarene, Aromatic compound, Heterocyclic compound"
369,6042,59-43-8,"Cation, Anion, Hydroxy compound, Alcohol, Prim. alcohol, Amine, Prim. amine, Prim. aromat. amine, Aromatic compound, Heterocyclic compound"
370,6047,Levodopa,"Hydroxy compound, Phenol, 1,2-diphenol, Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Alpha-aminoacid"
371,6054,2-Phenylethanol,"Hydroxy compound, Alcohol, Prim. alcohol, Aromatic compound"
372,6057,L-Tyrosine,"Hydroxy compound, Phenol, Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Alpha-aminoacid"
373,6072,Phlorizin,"Carbonyl compound, Ketone, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Aromatic compound, Heterocyclic compound"
374,6076,Cyclic Amp,"Hydroxy compound, Alcohol, Sec. alcohol, Amine, Prim. amine, Prim. aromat. amine, Phosphoric acid deriv., Phosphoric acid ester, Aromatic compound, Heterocyclic compound"
375,6089,"N,N-Dimethyltryptamine","Amine, Tert. amine, Tert. aliphat. amine, Aromatic compound, Heterocyclic compound"
376,6106,L-Leucine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
377,6115,Aniline,"Amine, Prim. amine, Prim. aromat. amine, Aromatic compound"
378,6124,N-Nitrosodimethylamine,Nitroso compound
379,6137,L-Methionine,"Thioether, Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
380,6140,L-Phenylalanine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Alpha-aminoacid"
381,6184,Hexanal,"Carbonyl compound, Aldehyde"
382,6199,Psoralen,"Oxohetarene, Aromatic compound, Heterocyclic compound"
383,6200,66-98-8,"Carbonyl compound, Aldehyde, Aromatic compound"
384,6202,Thiamine Hydrochloride,"Cation, Anion, Hydroxy compound, Alcohol, Prim. alcohol, Amine, Prim. amine, Prim. aromat. amine, Aromatic compound, Heterocyclic compound"
385,6212,Chloroform,Halogen deriv.
386,6213,Dimethyl Sulfone,Sulfone
387,6228,"N,N-Dimethylformamide","Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid tert. amide"
388,6249,Ampicillin,"Thiohemiaminal, Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid amide, Carboxylic acid sec. amide, Carboxylic acid tert. amide, Lactam, Aromatic compound, Heterocyclic compound"
389,6251,D-Mannitol,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol"
390,6253,Cytarabine,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Amine, Prim. amine, Prim. aromat. amine, Oxohetarene, Aromatic compound, Heterocyclic compound"
391,6262,L-Ornithine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
392,6267,L-Asparagine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid amide, Carboxylic acid prim. amide, Alpha-aminoacid"
393,6274,L-Histidine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Heterocyclic compound, Alpha-aminoacid"
394,6276,1-Pentanol,"Hydroxy compound, Alcohol, Prim. alcohol"
395,6287,L-Valine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
396,6288,L-Threonine,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-aminoalcohol, Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
397,6293,Alizarin,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, 1,2-diphenol, Aromatic compound"
398,6305,L-Tryptophan,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Heterocyclic compound, Alpha-aminoacid"
399,6306,L-Isoleucine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
400,6322,L-Arginine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Guanidine, Alpha-aminoacid"
401,6325,Ethylene,Alkene
402,6326,Ethyne,Alkyne
403,6329,Methylamine,"Amine, Prim. amine, Prim. aliphat. amine"
404,6331,13283-31-3,
405,6341,Ethanamine,"Amine, Prim. amine, Prim. aliphat. amine"
406,6343,Ethanethiol,"Thiol, Alkylthiol"
407,6348,Carbon Disulfide,Co2 deriv. (general)
408,6363,Isopropylamine,"Amine, Prim. amine, Prim. aliphat. amine"
409,6364,2-Propanethiol,"Thiol, Alkylthiol"
410,6386,Tert-Butanol,"Hydroxy compound, Alcohol, Tert. alcohol"
411,6405,2-Methyl-2-Butanol,"Hydroxy compound, Alcohol, Tert. alcohol"
412,6432,Perfluoropropane,"Halogen deriv., Alkyl fluoride"
413,6448,Bornyl Acetate,"Carboxylic acid deriv., Carboxylic acid ester"
414,6466,Gibberellic Acid,"Hydroxy compound, Alcohol, Sec. alcohol, Tert. alcohol, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid ester, Lactone, Alkene, Heterocyclic compound"
415,6493,3-Methyl-3-Pentanol,"Hydroxy compound, Alcohol, Tert. alcohol"
416,6508,Quinic Acid,"Hydroxy compound, Alcohol, Sec. alcohol, Tert. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid, Alpha-hydroxyacid"
417,6544,Isophorone,"Carbonyl compound, Ketone, Alkene"
418,6549,Linalool,"Hydroxy compound, Alcohol, Tert. alcohol, Alkene"
