,id,category,name,disease_synonyms
81,MESH:D055728,Blood disease,Primary Myelofibrosis,"Agnogenic Myeloid Metaplasia|Agnogenic Myeloid Metaplasias|Bone Marrow Fibroses|Bone Marrow Fibrosis|Chronic Idiopathic Myelofibrosis|Fibroses, Bone Marrow|Fibrosis, Bone Marrow|Idiopathic Myelofibrosis|Metaplasia, Agnogenic Myeloid|Metaplasia, Myeloid|Metaplasias, Agnogenic Myeloid|Metaplasias, Myeloid|MMM, INCLUDED|Myelofibroses|Myelofibroses, Primary|Myelofibrosis|Myelofibrosis, Primary|Myelofibrosis With Myeloid Metaplasia|MYELOFIBROSIS WITH MYELOID METAPLASIA, INCLUDED|Myeloid Metaplasia|Myeloid Metaplasia, Agnogenic|Myeloid Metaplasias|Myeloid Metaplasias, Agnogenic|Myeloscleroses|Myelosclerosis|Myeloses, Nonleukemic|Myelosis, Nonleukemic|Nonleukemic Myeloses|Nonleukemic Myelosis|Primary Myelofibroses"
82,MESH:D002051,Cancer|Immune system disease|Lymphatic disease|Viral disease,Burkitt Lymphoma,"African Lymphoma|BL|Burkitt Cell Leukemia|Burkitt Leukemia|Burkitt's Leukemia|Burkitts Leukemia|Burkitt's Lymphoma|Burkitts Lymphoma|Burkitt's Tumor|Burkitts Tumor|Burkitt Tumor|Cell Leukemia, Burkitt|L3 Lymphocytic Leukemia|L3 Lymphocytic Leukemias|Leukemia, Burkitt|Leukemia, Burkitt Cell|Leukemia, Burkitt's|Leukemia, L3 Lymphocytic|Leukemia, Lymphoblastic, Burkitt-Type|Leukemia, Lymphocytic, L3|Leukemias, L3 Lymphocytic|Lymphocytic Leukemia, L3|Lymphocytic Leukemias, L3|Lymphoma, African|Lymphoma, Burkitt|Lymphoma, Burkitt's|Tumor, Burkitt|Tumor, Burkitt's"
83,OMIM:606346,Cardiovascular disease|Ear-nose-throat disease|Genetic disease (inborn)|Nervous system disease|Signs and symptoms,"DEAFNESS, AUTOSOMAL DOMINANT 22;DFNA22 DEAFNESS, AUTOSOMAL DOMINANT 22, WITH HYPERTROPHIC CARDIOMYOPATHY,",INCLUDED
84,OMIM:600652,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,"DEAFNESS, AUTOSOMAL DOMINANT 4A","DEAFNESS, AUTOSOMAL DOMINANT 4|DFNA4|DFNA4A"
85,MESH:C537492,Connective tissue disease|Ear-nose-throat disease|Eye disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms,"Stickler syndrome, type 1","AOM|Arthroophthalmopathy, hereditary progressive|Hereditary Arthro-Ophthalmo-Dystrophy|Hereditary Arthro-Ophthalmopathy|Stickler Dysplasia|Stickler Syndrome|Stickler syndrome, membranous vitreous type|Stickler Syndrome, Type I|Stickler syndrome, vitreous type 1|STL1"
86,MESH:C535588,Genetic disease (inborn)|Metabolic disease,Carnitine palmitoyl transferase 1A deficiency,"Carnitine palmitoyltransferase 1 deficiency|Carnitine Palmitoyltransferase IA Deficiency|Carnitine Palmitoyltransferase I Deficiency|CPT 1A Deficiency|CPT Deficiency, Hepatic, Type I|CPT I Deficiency|Hepatic carnitine palmitoyltransferase 1 deficiency|Liver Form of Carnitine Palmitoyltransferase Deficiency"
87,MESH:C536848,Blood disease,Familial myelofibrosis,None
88,MESH:D023961,Congenital abnormality|Endocrine system disease|Urogenital disease (female)|Urogenital disease (male),"Gonadal Dysgenesis, 46,XX","Gonadal Dysgenesis, 46, XX|Gonadal Dysgenesis, XX Type|Pure Gonadal Dysgenesis, 46,XX|Pure Gonadal Dysgenesis, 46, XX"
89,MESH:D016136,Congenital abnormality|Nervous system disease,Spina Bifida Occulta,"Closed Spinal Bifida|Dermal Sinus|Occult Spina Bifida|Sinus, Dermal|Spina Bifida, Occult|Spinal Bifida, Closed"
90,MESH:C567531,Mental disorder,Major Affective Disorder 9,BIPOLAR AFFECTIVE DISORDER|MAFD9
91,MESH:C535698,Pathology (process),Malignant hyperthermia susceptibility type 5,"Malignant hyperpyrexia susceptibility type 5|MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 5|MHS5"
92,MESH:C563900,Eye disease,Keratoconus 3,KTCN3
93,MESH:C567245,Congenital abnormality|Musculoskeletal disease,Split-Hand-Foot Malformation With Long Bone Deficiency 3,"CHROMOSOME 17p13.3, TELOMERIC, DUPLICATION SYNDROME|SHFLD3|SPLIT-HAND/FOOT MALFORMATION WITH LONG BONE DEFICIENCY 3"
94,MESH:D020252,Cardiovascular disease|Digestive system disease,Gastric Antral Vascular Ectasia,"Antral Vascular Ectasia|Antral Vascular Ectasias|Ectasia, Antral Vascular|Ectasias, Antral Vascular|Stomachs, Watermelon|Stomach, Watermelon|Vascular Ectasia, Antral|Vascular Ectasias, Antral|Watermelon Stomach|Watermelon Stomachs"
95,OMIM:605130,Congenital abnormality|Mental disorder|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms|Skin disease,WIEDEMANN-STEINER SYNDROME,"HAIRY ELBOWS, SHORT STATURE, FACIAL DYSMORPHISM, AND DEVELOPMENTAL DELAY|WDSTS"
96,MESH:C548028,Nervous system disease,Inherited Peripheral Neuropathy,None
97,OMIM:613762,Congenital abnormality|Endocrine system disease|Urogenital disease (female)|Urogenital disease (male),"46,XY SEX REVERSAL 6","46,XY GONADAL DYSGENESIS, PARTIAL OR COMPLETE, MAP3K1-RELATED|46,XY SEX REVERSAL, PARTIAL OR COMPLETE, MAP3K1-RELATED|SRXY6"
98,MESH:C567764,Cardiovascular disease|Congenital abnormality,Atrial Septal Defect 6,ASD6
99,MESH:D008339,Cancer|Mouth disease|Musculoskeletal disease,Mandibular Neoplasms,"Mandibular Neoplasm|Neoplasm, Mandibular|Neoplasms, Mandibular"
100,OMIM:614959,Nervous system disease,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14",EIEE14
101,OMIM:609016,Genetic disease (inborn)|Metabolic disease,LONG-CHAIN 3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY,LCHAD DEFICIENCY
102,MESH:C567636,Eye disease|Genetic disease (inborn),Leber Congenital Amaurosis 14,"LCA14|Retinal Dystrophy, Early-Onset Severe, Lrat-Related|RETINAL DYSTROPHY, EARLY-ONSET SEVERE, LRAT-RELATED, INCLUDED|Retinitis Pigmentosa, Juvenile, Lrat-Related|RETINITIS PIGMENTOSA, JUVENILE, LRAT-RELATED, INCLUDED"
103,MESH:D056684,Genetic disease (inborn)|Pathology (anatomical condition)|Skin disease,Yellow Nail Syndrome,"Lymphedema And Yellow Nails|Nail Syndromes, Yellow|Nail Syndrome, Yellow|Syndromes, Yellow Nail|Syndrome, Yellow Nail|Yellow Nail Syndromes|YNS"
104,MESH:C564507,Eye disease|Genetic disease (inborn),"Cone-Rod Dystrophy, X-Linked, 3",CORDX3
105,MESH:C536687,Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Musculoskeletal disease,Weaver syndrome,"Weaver Smith syndrome|Weaver-Smith Syndrome|WEAVER-SMITH SYNDROME;WSS WEAVER-LIKE SYNDROME, INCLUDED|WVS"
106,MESH:C567231,Infant-newborn disease|Nervous system disease,"Convulsions, Benign Familial Infantile, 4","BFIC4|BFIS4|CONVULSIONS, BENIGN FAMILIAL INFANTILE, 4|Seizures, Benign Familial Infantile, 4"
107,MESH:D058088,Cardiovascular disease|Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease|Respiratory tract disease,Sarcoglycanopathies,"Adhalinopathies|Adhalinopathies, Primary|Adhalinopathy, Primary|Alpha Sarcoglycanopathies|Alpha-Sarcoglycanopathies|Alpha Sarcoglycanopathy|Alpha-Sarcoglycanopathy|DMDA2|Duchenne Like Autosomal Recessive Muscular Dystrophy, Type 2|Duchenne-Like Autosomal Recessive Muscular Dystrophy, Type 2|LGMD2D|Limb Girdle Muscular Dystrophy, Type 2D|Limb-Girdle Muscular Dystrophy, Type 2D|Muscular Dystrophy, Limb-Girdle, Type 2D|Muscular Dystrophy Limb Girdle with Alpha Sarcoglycan Deficiency|Muscular Dystrophy Limb-Girdle with Alpha-Sarcoglycan Deficiency|Primary Adhalinopathies|Primary Adhalinopathy|Sarcoglycanopathy"
108,MESH:D006520,Animal disease|Digestive system disease,"Hepatitis, Animal","Animal Hepatitides|Animal Hepatitis|Hepatitides, Animal"
109,MESH:D018458,Nervous system disease|Signs and symptoms,Persistent Vegetative State,"Minimally Conscious State|Minimally Conscious States|Permanent Vegetative State|Permanent Vegetative States|Persistent Unawareness State|Persistent Unawareness States|Persistent Vegetative States|Postcomatose Unawareness State|Post Comatose Unawareness State|Post-Comatose Unawareness State|Postcomatose Unawareness States|Post-Comatose Unawareness States|Post-Traumatic Unawarenesses, Prolonged|Post-Traumatic Unawareness, Prolonged|Posttraumatic Unawareness State|Post Traumatic Unawareness State|Post-Traumatic Unawareness State|Posttraumatic Unawareness States|Post-Traumatic Unawareness States|Post Traumatic Vegetative State|Post-Traumatic Vegetative State|Post-Traumatic Vegetative States|Prolonged Post Traumatic Unawareness|Prolonged Post-Traumatic Unawareness|Prolonged Post-Traumatic Unawarenesses|PVS (Persistent Vegetative State)|PVSs (Persistent Vegetative State)|State, Minimally Conscious|State, Permanent Vegetative|State, Persistent Unawareness|State, Persistent Vegetative|State, Postcomatose Unawareness|State, Post-Comatose Unawareness|State, Posttraumatic Unawareness|State, Post-Traumatic Unawareness|State, Post-Traumatic Vegetative|States, Minimally Conscious|States, Permanent Vegetative|States, Persistent Unawareness|States, Persistent Vegetative|States, Postcomatose Unawareness|States, Post-Comatose Unawareness|States, Posttraumatic Unawareness|States, Post-Traumatic Unawareness|States, Post-Traumatic Vegetative|States, Transient Vegetative|States, Vegetative|State, Transient Vegetative|State, Vegetative|Transient Vegetative State|Transient Vegetative States|Unawarenesses, Prolonged Post-Traumatic|Unawareness, Prolonged Post-Traumatic|Unawareness State, Persistent|Unawareness State, Postcomatose|Unawareness State, Post-Comatose|Unawareness State, Posttraumatic|Unawareness State, Post-Traumatic|Unawareness States, Persistent|Unawareness States, Postcomatose|Unawareness States, Post-Comatose|Unawareness States, Posttraumatic|Unawareness States, Post-Traumatic|Vegetative State|Vegetative State, Permanent|Vegetative State, Persistent|Vegetative State, Post-Traumatic|Vegetative States|Vegetative States, Permanent|Vegetative States, Persistent|Vegetative States, Post-Traumatic|Vegetative States, Transient|Vegetative State, Transient"
110,MESH:D002305,Cardiovascular disease,Cardiac Tamponade,"Cardiac Tamponades|Pericardial Tamponade|Pericardial Tamponades|Tamponade, Cardiac|Tamponade, Pericardial|Tamponades, Cardiac|Tamponades, Pericardial"
111,MESH:D001748,Urogenital disease (female)|Urogenital disease (male),Urinary Bladder Neck Obstruction,Bladder Neck Obstruction|Bladder Outlet Obstruction
112,MESH:D005141,Eye disease,Eyelid Diseases,"Disease, Eyelid|Diseases, Eyelid|Eyelid Disease"
113,MESH:D001308,Ear-nose-throat disease|Mental disorder|Nervous system disease|Signs and symptoms,Auditory Perceptual Disorders,"Acoustic Perceptual Disorder|Acoustic Perceptual Disorders|Auditory Comprehension Disorder|Auditory Comprehension Disorders|Auditory Inattention|Auditory Inattentions|Auditory Perceptual Disorder|Auditory Processing Disorder|Auditory Processing Disorders|Comprehension Disorder, Auditory|Comprehension Disorders, Auditory|Disorder, Acoustic Perceptual|Disorder, Auditory Comprehension|Disorder, Auditory Processing|Disorder, Psychoacoustical|Disorders, Acoustic Perceptual|Disorders, Auditory Comprehension|Disorders, Auditory Processing|Disorders, Psychoacoustical|Inattention, Auditory|Inattentions, Auditory|Perceptual Disorder, Acoustic|Perceptual Disorder, Auditory|Perceptual Disorders, Acoustic|Perceptual Disorders, Auditory|Processing Disorder, Auditory|Processing Disorders, Auditory|Psychoacoustical Disorder|Psychoacoustical Disorders"
114,MESH:D006548,Pathology (anatomical condition),"Hernia, Diaphragmatic","Diaphragmatic Hernia|Diaphragmatic Hernias|Hernias, Diaphragmatic"
115,MESH:C567853,Nervous system disease,"Cerebral Palsy, Spastic Quadriplegic, 1",CPSQ1
116,MESH:D012409,Viral disease,Rubella,"German Measles|Measles, German|Measles, Three Day|Measle, Three Day|Rubellas|Three Day Measle|Three Day Measles"
117,MESH:C536642,Congenital abnormality|Eye disease|Genetic disease (inborn)|Nervous system disease,"Spastic paraplegia 15, autosomal recessive",Kjellin syndrome|Recessive spastic paraplegia with retinal degeneration|Spastic paraplegia and retinal degeneration|SPG15
118,MESH:D006525,Digestive system disease|Viral disease,"Hepatitis, Viral, Human","Human Viral Hepatitides|Human Viral Hepatitis|Viral Hepatitides, Human|Viral Hepatitis, Human"
119,MESH:D008336,Mouth disease|Musculoskeletal disease,Mandibular Diseases,"Disease, Mandibular|Diseases, Mandibular|Mandibular Disease"
120,MESH:C562377,Genetic disease (inborn)|Metabolic disease,Glutamate Monosodium Sensitivity,Chinese Restaurant Syndrome
121,MESH:D059952,Pregnancy complication|Urogenital disease (female)|Urogenital disease (male),Pelvic Floor Disorders,"Disease, Pelvic Floor|Diseases, Pelvic Floor|Disorder, Pelvic Floor|Disorders, Pelvic Floor|Pelvic Floor Disease|Pelvic Floor Diseases|Pelvic Floor Disorder"
122,MESH:D013683,Blood disease|Cardiovascular disease|Congenital abnormality,"Telangiectasia, Hereditary Hemorrhagic","Disease, Osler's|Hemorrhagic Telangiectasia, Hereditary|Hereditary Hemorrhagic Telangiectasia|HHT|HHT1|ORW DISEASE|Osler Disease|Osler Rendu Disease|Osler-Rendu Disease|Osler Rendu Weber Disease|Osler-Rendu-Weber Disease|Osler's Disease|Osler Weber Rendu Syndrome|Osler-Weber-Rendu Syndrome|Rendu Osler Weber|Rendu-Osler-Weber|Telangiectasia, Hereditary Hemorrhagic, of Rendu, Osler, and Weber|Telangiectasia, Hereditary Hemorrhagic, Type 1|Weber Osler|Weber-Osler"
123,MESH:D002546,Cardiovascular disease|Nervous system disease,"Ischemic Attack, Transient","Anterior Circulation Transient Ischemic Attack|Attacks, Transient Ischemic|Attack, Transient Ischemic|Brainstem Ischemias, Transient|Brainstem Ischemia, Transient|Brain Stem Ischemia, Transient|Brainstem Transient Ischemic Attack|Brain Stem Transient Ischemic Attack|Brain TIA|Carotid Circulation Transient Ischemic Attack|Cerebral Ischemias, Transient|Cerebral Ischemia, Transient|Crescendo Transient Ischemic Attacks|Ischemias, Transient Brainstem|Ischemias, Transient Cerebral|Ischemia, Transient Brainstem|Ischemia, Transient Cerebral|Ischemic Attacks, Transient|Posterior Circulation Transient Ischemic Attack|TIA, Brain|TIAs (Transient Ischemic Attack)|TIA (Transient Ischemic Attack)|Transient Brainstem Ischemia|Transient Cerebral Ischemia|Transient Cerebral Ischemias|Transient Ischemic Attack|Transient Ischemic Attack, Anterior Circulation|Transient Ischemic Attack, Brainstem|Transient Ischemic Attack, Brain Stem|Transient Ischemic Attack, Carotid Circulation|Transient Ischemic Attack, Posterior Circulation|Transient Ischemic Attacks|Transient Ischemic Attacks, Crescendo|Transient Ischemic Attack, Vertebrobasilar Circulation|Vertebrobasilar Circulation Transient Ischemic Attack"
124,MESH:C537723,Genetic disease (inborn)|Nervous system disease,Lubs X-linked mental retardation syndrome,"MECP2 Duplication Syndrome|Mental retardation, X-linked, Lubs type|MENTAL RETARDATION, X-LINKED, SYNDROMIC, LUBS TYPE|Mental Retardation, X-Linked, With Recurrent Respiratory Infections|MRXSL|Trisomy Xq28|XLMR syndrome, Lubs type"
125,OMIM:616421,Nervous system disease,MYOCLONIC-ATONIC EPILEPSY,MAE
126,MESH:D020886,Nervous system disease|Signs and symptoms,Somatosensory Disorders,"Diminished, Pain Sensation|Diminished, Pinprick Sensation|Diminisheds, Pain Sensation|Diminisheds, Pinprick Sensation|Impairment, Light Touch Sensation|Light Touch Sensation Impairment|Pain Sensation Diminished|Pain Sensation Diminisheds|Pinprick Sensation Diminished|Pinprick Sensation Diminisheds|Position Sense Disorder|Position Sense Disorders|Proprioceptive Disorder|Proprioceptive Disorders|Sensation Diminished, Pain|Sensation Diminished, Pinprick|Sensation Diminisheds, Pain|Sensation Diminisheds, Pinprick|Sensation Disorder, Somatic|Sensation Disorders, Somatic|Sensation Disorders, Thermal|Sensation Disorder, Thermal|Sense Disorder, Position|Sense Disorders, Position|Somatic Sensation Disorder|Somatic Sensation Disorders|Somatosensory Disorder|Thermal Sensation Disorder|Thermal Sensation Disorders"
127,MESH:D051346,Signs and symptoms,Mobility Limitation,"Ambulation Difficulties|Ambulation Difficulty|Ambulatory Difficulties|Ambulatory Difficulty|Difficulties, Ambulation|Difficulties, Ambulatory|Difficulty Ambulation|Difficulty, Ambulation|Difficulty Walking|Limitation, Mobility|Mobility Limitations|Walking, Difficulty"
128,MESH:D001935,Cancer,Branchioma,"Branchial Cleft Cyst|Branchial Cleft Cysts|Branchial Cyst|Branchial Cysts|Branchiomas|Cleft Cyst, Branchial|Cleft Cysts, Branchial|Cyst, Branchial|Cyst, Branchial Cleft|Cysts, Branchial|Cysts, Branchial Cleft"
129,MESH:D003790,Mouth disease|Pathology (process),Dental Pulp Necrosis,"Autolyses, Dental Pulp|Autolysis, Dental Pulp|Dental Pulp Autolyses|Dental Pulp Autolysis|Dental Pulp Gangrene|Dental Pulp Necroses|Gangrene, Dental Pulp|Gangrene, Pulp|Gangrenes, Pulp|Mummification, Pulp|Mummifications, Pulp|Necroses, Dental Pulp|Necroses, Pulp|Necrosis, Dental Pulp|Necrosis, Pulp|Pulp Autolyses, Dental|Pulp Autolysis, Dental|Pulp Gangrene|Pulp Gangrene, Dental|Pulp Gangrenes|Pulp Mummification|Pulp Mummifications|Pulp Necroses|Pulp Necroses, Dental|Pulp Necrosis|Pulp Necrosis, Dental"
130,MESH:D003111,Pathology (anatomical condition),Colonic Polyps,"Colonic Polyp|Polyp, Colonic|Polyps, Colonic"
131,OMIM:611630,Nervous system disease,"EPILEPSY, FAMILIAL TEMPORAL LOBE, 3","EPILEPSY, FAMILIAL MESIAL TEMPORAL LOBE|ETL3|FMTLE"
132,OMIM:615573,Urogenital disease (female)|Urogenital disease (male),"NEPHROTIC SYNDROME, TYPE 9",NPHS9
133,MESH:C536439,Eye disease|Genetic disease (inborn),Corneal endothelial dystrophy type 2,"CHED|CHED2, FORMERLY|CONGENITAL HEREDITARY ENDOTHELIAL DYSTROPHY OF CORNEA|Congenital hereditary endothelial dystrophy of the cornea|Corneal dystrophy, congenital hereditary endothelial|CORNEAL ENDOTHELIAL DYSTROPHY|Corneal Endothelial Dystrophy 2|CORNEAL ENDOTHELIAL DYSTROPHY 2, AUTOSOMAL RECESSIVE, FORMERLY|Maumenee corneal dystrophy"
134,MESH:D014355,Parasitic disease,Chagas Disease,"American Trypanosomiasis|Chagas' Disease|Infections, Trypanosoma cruzi|Infection, Trypanosoma cruzi|South American Trypanosomiasis|Trypanosoma cruzi Infection|Trypanosoma cruzi Infections|Trypanosomiasis, American|Trypanosomiasis, South American"
135,MESH:D011928,Cardiovascular disease,Raynaud Disease,"Cold Fingers, Hereditary|Raynaud Phenomenon|Raynaud's Disease|Raynauds Disease"
136,OMIM:616390,Congenital abnormality|Genetic disease (inborn)|Skin disease,"TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE",TTD2
137,MESH:D007859,Mental disorder|Nervous system disease|Signs and symptoms,Learning Disorders,"Academic Disorder, Developmental|Academic Disorders, Developmental|Adult Learning Disorder|Adult Learning Disorders|Developmental Academic Disorder|Developmental Academic Disorders|Developmental Disorders of Scholastic Skills|Disabilities, Learning|Disability, Learning|Disturbance, Learning|Disturbances, Learning|Learning Disabilities|Learning Disability|Learning Disorder|Learning Disorder, Adult|Learning Disorders, Adult|Learning Disturbance|Learning Disturbances|Scholastic Skills Development Disorders"
138,MESH:D009916,Eye disease,Orbital Diseases,"Disease, Orbital|Diseases, Orbital|Orbital Disease"
139,MESH:C535520,Endocrine system disease|Metabolic disease|Nervous system disease|Urogenital disease (female)|Urogenital disease (male),Renal cysts and diabetes syndrome,"CAKUT WITH DIABETES|CONGENITAL ANOMALIES OF THE KIDNEY AND URINARY TRACT WITH DIABETES|FJHN, ATYPICAL|Glomerulocystic kidney disease, hypoplastic type|Glomerulocystic kidney, familial hypoplastic|Hyperuricemic nephropathy, familial juvenile, atypical|Maturity-onset diabetes of the young, type 5|MODY5|RCAD"
140,OMIM:615248,Cardiovascular disease,"CARDIOMYOPATHY, DILATED, 1KK","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 22, INCLUDED|CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 4, INCLUDED|CMD1KK|CMH22, INCLUDED|RCM4, INCLUDED"
141,OMIM:252600,Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease,MUCOLIPIDOSIS III ALPHA/BETA,"ML III|ML IIIA|ML III ALPHA/BETA|MUCOLIPIDOSIS III|MUCOLIPIDOSIS IIIA|PSEUDO-HURLER POLYDYSTROPHY MUCOLIPIDOSIS III ALPHA/BETA, ATYPICAL, INCLUDED"
142,MESH:D000608,Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male),Renal Aminoacidurias,"Aminoaciduria, Renal|Aminoacidurias, Renal|Renal Aminoaciduria"
143,MESH:D058496,Congenital abnormality|Genetic disease (inborn)|Nervous system disease,Smith-Magenis Syndrome,"17p11.2 Monosomy|Chromosome 17p11.2 Deletion Syndrome|CHROMOSOME 17p11.2 DELETION SYNDROME SMITH-MAGENIS SYNDROME CHROMOSOME REGION, INCLUDED|SMCR, INCLUDED|Smith Magenis Syndrome|SMS|Syndrome, Smith-Magenis"
